date,close,start,high,low,volume
2015-06-16,248.49,250.94,251,246.42,93.16
2015-06-15,250.74,250.14,251.37,249.38,67.76
2015-06-12,251.66,253.94,254.77,250.84,89.31
2015-06-11,252.32,253.77,253.83,251.74,129.13
2015-06-10,252.11,255.5,255.68,251.95,85.55
2015-06-09,253.51,253.78,255.06,252.68,79.05
2015-06-08,254.21,254.87,254.87,253.34,84.66
2015-06-05,254.94,254.09,256.12,254,94.58
2015-06-04,255.47,255.4,257.04,254.34,101.27
2015-06-03,254.11,256.54,257.44,253.51,104.07
2015-06-02,256.29,258.8,259.49,255.91,114.42
2015-06-01,258.74,259.84,260,257.13,80.71
2015-05-29,260.39,259.88,261.91,259.47,106.34
2015-05-28,260.06,261.13,261.93,260.06,93.5
2015-05-27,260.16,263.9,264.22,259.72,103.09
2015-05-26,265.41,265.96,266.16,263.82,100.61
2015-05-22,266.03,263.66,266.03,263.28,99.74
2015-05-21,262.66,265.2,265.38,262.41,84.42
2015-05-20,265.36,263.79,265.54,263.43,92.55
2015-05-19,262.92,261.84,263.97,261.04,87.59
2015-05-18,261.97,261.28,261.97,260.45,81.47
2015-05-15,261.33,265.24,265.51,261.09,82.26
2015-05-14,263.69,263.18,263.88,262.63,74.92
2015-05-13,263.25,261.82,263.65,261.73,73.27
2015-05-12,261.42,262.12,262.35,260.52,78.81
2015-05-11,261.49,263.45,263.88,261.49,71.25
2015-05-08,260.81,262.11,262.72,260.81,69.31
2015-05-07,262.47,263.11,263.49,260.1,97.36
2015-05-06,264.03,265.96,266.18,263.09,103.58
2015-05-04,267.33,267.57,268.56,266.99,81.08
2015-04-30,266.42,267.04,267.57,265.85,106.98
2015-04-29,268.03,269.54,269.76,265.92,117.33
2015-04-28,268.55,270.63,270.93,268.1,100.58
2015-04-27,270.05,272.16,272.29,269.29,92.88
2015-04-24,271.05,273.81,275.11,270.33,144.05
2015-04-23,272.59,270.27,272.78,268.85,134.66
2015-04-22,268.64,268.2,270.65,267.22,136.29
2015-04-21,268.17,269.03,269.13,267.56,102.4
2015-04-20,268.55,266.14,268.59,266.14,100.12
2015-04-17,268.28,268.73,268.81,267.42,90.56
2015-04-16,268.45,267.67,268.45,266.42,113.93
2015-04-15,265.77,265.76,266.41,264.93,111.94
2015-04-14,265.57,263.81,265.6,263.2,151.05
2015-04-13,263.48,262.62,263.75,262.11,123.22
2015-04-10,261.95,259.35,262.2,259.2,104.47
2015-04-09,258.33,258.44,259.21,257.61,85.94
2015-04-08,258.51,257.09,258.81,256.83,99.68
2015-04-07,256.88,258.65,258.68,256.61,74.99
2015-04-06,256.93,257.2,258.43,256.34,79.39
2015-04-03,256.75,255.77,256.92,255.05,67.53
2015-04-02,254.99,256.07,256.37,254.7,76.75
2015-04-01,254.97,256.44,256.75,254.74,83.09
2015-03-31,257.28,257.66,258.43,256.16,83.46
2015-03-30,256.1,256.45,256.57,254.91,68.98
2015-03-27,255.54,256.41,256.73,255.1,72.67
2015-03-26,255.99,256.69,258.08,255.81,78.16
2015-03-25,258.94,259.35,259.84,258.38,84.76
2015-03-24,259.16,258.58,259.34,257.56,71.44
2015-03-23,258.95,259.48,259.88,258.16,84.49
2015-03-20,258.7,258.92,259.32,257.42,81.3
2015-03-19,258.99,260.68,260.68,258.37,120.6
2015-03-18,258.22,258.45,259.19,257.87,85.37
2015-03-17,258.18,253.77,258.19,253.7,85.12
2015-03-16,252.44,252.13,253.2,251.56,72.87
2015-03-13,252.18,252.56,253.31,251.98,66.61
2015-03-12,250.28,251.67,253.23,250.28,98.65
2015-03-11,252.16,250.09,252.66,250.09,79.67
2015-03-10,251.75,253.76,254.16,251.75,76.3
2015-03-09,252.77,254.81,254.94,252.69,65.4
2015-03-06,255.96,254.74,256.15,254.73,83.13
2015-03-05,254.16,254.02,254.86,253.64,58.42
2015-03-04,254.31,254.56,254.72,253.89,72.31
2015-03-03,254.5,254.55,254.97,253.89,87.5
2015-03-02,253.65,253.13,253.74,252.39,92.83
2015-02-27,251.46,252.73,252.83,251.2,80.29
2015-02-26,252.93,253.03,253.13,251.89,79.38
2015-02-25,252.96,252.72,253.22,252.01,79.62
2015-02-24,251.28,251.83,252.11,251.09,61.66
2015-02-23,250.8,252.13,252.51,250.56,58.97
2015-02-17,250.37,249.36,250.67,248.92,55.68
2015-02-16,249.81,250.17,250.55,249.54,52.1
2015-02-13,249.76,248.65,249.76,248.26,63.13
2015-02-12,247.71,248.48,248.5,246.32,66.38
2015-02-11,248.4,248.49,249.01,247.77,64.78
2015-02-10,247.66,249.62,250.42,247.66,62.81
2015-02-09,249.26,249.05,249.94,248.58,64.83
2015-02-06,250.16,249.89,250.16,248.68,76.08
2015-02-05,249.78,251.33,251.42,248.9,69.97
2015-02-04,251.6,251.98,253.07,251.6,78.23
2015-02-03,250.38,251.63,251.66,249.22,79.09
2015-02-02,250.61,249.83,251.2,249.49,76.49
2015-01-30,249.88,251.82,251.84,249.88,93.07
2015-01-29,250.46,250.45,251.84,249.78,83.37
2015-01-28,252.21,250.82,252.5,250.12,85.19
2015-01-27,252.2,250.76,252.2,250.56,85.05
2015-01-26,250.14,248.92,250.21,248.42,62.74
2015-01-23,250.32,251.76,251.8,249.55,78.37
2015-01-22,248.47,249.22,249.98,248.01,76.61
2015-01-21,248.59,247.01,248.59,246.63,64.99
2015-01-20,247.24,245.52,247.39,245.5,55.12
2015-01-19,244.78,244.06,245.82,243.69,63.22
2015-01-16,242.22,244.7,244.7,241.77,73.31
2015-01-15,245.76,245.96,246.63,244.9,59.45
2015-01-14,245.99,246.48,247.46,245.78,70.78
2015-01-13,246.29,244.98,246.64,244.47,59.91
2015-01-12,245.7,245.16,246.27,245.05,64.52
2015-01-09,246.05,245.97,247.11,245.4,65.13
2015-01-08,243.94,242.28,244.13,241.68,64.02
2015-01-07,240.53,239.41,240.91,239.09,54.6
2015-01-06,239.93,241.36,242.06,239.32,66.25
2015-01-05,244.26,243.83,244.56,241.76,62.85
2015-01-02,244.79,243.96,245.32,243.25,54.15
2014-12-30,244.05,247.09,247.39,243.78,52.93
2014-12-29,246.3,248.25,248.45,246.3,44.54
2014-12-26,250.05,250.08,251.12,249.65,48.85
2014-12-24,250.07,249.16,250.17,248.63,43.54
2014-12-23,249.06,249.58,249.92,248.74,50.66
2014-12-22,249.7,248.93,249.84,247.67,46.01
2014-12-19,247.96,246.88,248.14,245.95,55.46
2014-12-18,243.82,246.08,246.4,241.89,58.77
2014-12-17,243.72,245.35,245.37,243.72,61.63
2014-12-16,244.43,244.73,246.57,243.96,67.73
2014-12-15,246.27,243.93,246.27,243.25,55.4
2014-12-12,246.44,246.2,247.23,245.48,62.64
2014-12-11,245.54,247.22,248.37,245.53,69.8
2014-12-10,249.35,252.21,252.57,249.35,60.54
2014-12-09,253.21,253.39,253.8,252.49,73.58
2014-12-08,253.71,254.49,254.68,253.38,46.98
2014-12-05,254.24,254.08,254.58,253.8,73.56
2014-12-04,254.06,252.48,254.31,252.43,60
2014-12-03,251.65,251.94,252.51,251.13,52.75
2014-12-02,251.41,250.69,251.44,250.12,67.72
2014-12-01,251.59,252.09,252.15,250.86,79.21
2014-11-28,253.7,253.6,253.98,252.7,67.31
2014-11-27,253.3,254.13,254.57,253.3,93.04
2014-11-26,252,252.59,252.6,250.87,72.47
2014-11-25,251.72,252.9,252.92,251.71,80
2014-11-24,252.34,252.52,253.05,251.83,94.99
2014-11-21,249.9,250.14,250.45,249.25,72.38
2014-11-20,248.96,249.43,249.76,248.36,86.16
2014-11-19,250.33,251.71,251.71,249.4,70.74
2014-11-18,250.65,249.45,250.96,249.45,59.58
2014-11-17,248.3,247.73,248.92,246.97,63.26
2014-11-14,248.18,249.84,249.84,247.33,63.21
2014-11-13,250.11,251.59,251.98,249.28,72.73
2014-11-12,251.26,250.76,252.2,250.29,73.32
2014-11-11,250.45,250.41,251.07,249.99,58.41
2014-11-10,250.64,249.16,251.37,249.11,67.04
2014-11-07,247.39,247.05,248.04,246.5,57.98
2014-11-06,247.19,246.04,247.65,245.17,67.68
2014-11-05,245.86,246.83,247.66,245.28,68.31
2014-11-04,246.51,248.15,249.19,245.59,81.76
2014-11-03,248.69,249.79,250.01,247.9,68.49
2014-10-31,250.45,249.55,250.73,247.96,76.87
2014-10-30,248.84,248.01,248.91,246.76,72.5
2014-10-29,248.64,245.16,248.7,244.18,97.39
2014-10-28,243.3,244.26,244.42,242.93,59.98
2014-10-27,243.89,244.02,244.94,243.52,65.96
2014-10-24,242.91,244.75,244.76,241.25,88.3
2014-10-23,243.38,243.45,245.02,242.32,58.95
2014-10-22,244.12,244.43,244.46,242.43,61.46
2014-10-21,241.48,242.73,242.73,240.91,63.16
2014-10-20,243.9,242.36,244.34,242.08,52.8
2014-10-17,239.84,243.26,243.29,239.43,74.58
2014-10-16,242.79,241.98,243.31,241.17,71.17
2014-10-15,243.87,244.91,245.85,242.95,65.32
2014-10-14,244.47,245.27,246.07,244.2,68
2014-10-13,244.18,241.95,244.68,241.86,66.69
2014-10-10,245.06,246.48,246.48,243.85,62.34
2014-10-08,248.36,247.89,249.87,247.88,56.22
2014-10-07,249.93,250.9,251.49,249.07,67.3
2014-10-06,249.19,251.59,251.66,249.1,73.54
2014-10-02,250.06,252.09,252.2,249.22,72.61
2014-10-01,252.81,255.78,255.81,252.65,70.72
2014-09-30,256.77,257.37,258.14,255.09,63.85
2014-09-29,257.95,258.95,259.12,257.38,66.2
2014-09-26,258.33,256.41,258.34,256.25,55
2014-09-25,258.46,260.25,260.36,257.88,64.47
2014-09-24,258.88,257.81,258.98,256.88,59.34
2014-09-23,258.49,258.53,259.63,258.11,59.13
2014-09-22,260.15,262.06,262.1,259.16,45.66
2014-09-19,262.31,262.99,263.64,262.29,83.96
2014-09-18,261.72,263.35,264.3,261.27,66.61
2014-09-17,264.01,262.71,264.01,262.56,54.24
2014-09-16,261.45,261.14,261.94,260.58,48.35
2014-09-15,260.56,260.92,261.2,259.6,49.2
2014-09-12,261.39,261.01,262.29,260.54,54.09
2014-09-11,259.8,261.72,262.45,259.8,66.35
2014-09-05,262.09,262.9,263.64,261.34,54.46
2014-09-04,263.19,263.52,264.41,262.37,68.76
2014-09-03,262.27,262.49,263.02,260.87,78.81
2014-09-02,262.61,264.96,265,262.29,58.04
2014-09-01,265.27,265.28,265.93,264.58,54.17
2014-08-29,265.41,265.38,266.1,264.03,61.09
2014-08-28,266.19,267.24,268.13,265.66,57.04
2014-08-27,265.88,266.12,267.04,265.42,73.63
2014-08-26,265.14,265.51,266.07,264.97,60.69
2014-08-25,264.46,262.89,264.69,262.19,57.89
2014-08-22,264.26,263.08,264.43,262.8,54.84
2014-08-21,262.53,265.98,266.12,262.14,70.92
2014-08-20,266.79,268.03,268.28,265.52,70.81
2014-08-19,266.62,266.07,267.17,265.87,68.14
2014-08-18,264.24,267.03,267.29,264.24,60.71
2014-08-14,265.88,266.47,267.37,264.94,63.8
2014-08-13,265.91,264.14,265.91,263.3,70.98
2014-08-12,263.34,264.54,265.75,263.08,70.31
2014-08-11,263.32,264.59,264.59,262.99,61.27
2014-08-08,262.02,264.74,265.08,261.53,72.44
2014-08-07,265.64,266.73,266.94,264.76,63.54
2014-08-06,266.6,267.12,267.85,265.92,94.6
2014-08-05,267.63,268.92,269.14,266.54,87.51
2014-08-04,269.65,269.66,270.09,267.9,67.25
2014-08-01,268.56,268.01,269.88,267.8,80.94
2014-07-31,269.68,270.93,272.12,269.15,102.61
2014-07-30,271.17,268.44,272.83,268.21,113.71
2014-07-29,268.01,266.2,268.31,266.04,107.14
2014-07-28,265.53,263.77,266.4,263.74,90.75
2014-07-25,263.47,263.13,263.84,262.55,69.72
2014-07-24,262.72,263.28,263.72,261.86,90.7
2014-07-23,262.56,263.34,263.67,262,84.37
2014-07-22,262.86,261.94,262.86,261.39,52.13
2014-07-21,261.51,262.88,263.33,261.26,54.65
2014-07-18,261.66,259.97,261.68,259.78,82.26
2014-07-17,261.93,261.8,262.65,261.52,71.87
2014-07-16,260.82,260.85,261.19,260.27,67.66
2014-07-15,260.4,258.87,260.79,258.79,66.26
2014-07-14,257.27,258.11,258.59,257.27,51.37
2014-07-11,256.72,257.14,257.81,256.23,54.16
2014-07-10,259.17,259.4,259.73,258.74,57.23
2014-07-09,258.87,258.6,259.01,257.83,56.68
2014-07-08,259.93,259.7,260.76,258.74,46.76
2014-07-07,259.95,260.18,260.48,258.88,47.81
2014-07-04,260.63,262.09,262.09,260.08,47.25
2014-07-03,261.13,262.03,262.03,260.71,56.22
2014-07-02,262.04,261.01,262.23,260.19,67.56
2014-07-01,259.74,259.14,259.93,258.49,50.69
2014-06-30,260.56,259.81,260.64,259.14,51.52
2014-06-27,258.78,259.28,260.13,258.25,53.44
2014-06-26,260.03,258.2,260.46,258.11,62.56
2014-06-25,258.16,259.51,259.72,257.99,57.62
